Fecha recibo|Nro de recibo|Importe|Razón Social|CUIT|Fecha Factura|Nro de factura|Monto de factura|Medio de pago|Nro del MP|Fecha pago|Importe del MP|Id Subasta  
||1038180.00|||A0002-00000643|07-11-2023|1038180.00|CHEQUES DE TERCEROS|90000116|2023-11-13|1038180.00|171  
||1136070.00|||A0002-00000619|06-11-2023|1136070.00|DEPOSITOS|123-009694/0|2023-11-15|1136070.00|83  
||5190900.00|||A0002-00000639|07-11-2023|5190900.00|DEPOSITOS|123-009694/0|2023-11-02|750000.00|171  
||5190900.00|||A0002-00000639|07-11-2023|5190900.00|DEPOSITOS|123-009694/0|2023-11-08|4356443.40|171  
||5190900.00|||A0002-00000639|07-11-2023|5190900.00|Retenciones SICORE - Impto. a las Ganancias|590|2023-11-08|84456.60|171  
||4876300.00|||A0002-00000712|15-11-2023|4876300.00|DEPOSITOS|123-009694/0|2023-11-16|4876300.00|184  
||136730.00|||A0002-00000732|16-11-2023|136730.00|DEPOSITOS|123-009694/0|2023-11-23|136730.00|173  
||28314.00|||A0002-00000679|13-11-2023|28314.00|DEPOSITOS|123-009694/0|2023-11-14|28314.00|146  
||325611.00|||A0002-00000696|15-11-2023|325611.00|CHEQUES DE TERCEROS|90017952|2023-11-22|296400.00|181  
||325611.00|||A0002-00000696|15-11-2023|325611.00|DEPOSITOS|123-009694/0|2023-11-16|21104.40|181  
||325611.00|||A0002-00000696|15-11-2023|325611.00|DEPOSITOS|123-009694/0|2023-11-21|3600.00|181  
||325611.00|||A0002-00000696|15-11-2023|325611.00|Retenciones SICORE - Impto. a las Ganancias|0006-2023-001508|2023-11-16|4506.60|181  
||814126.00|||A0002-00000617|06-11-2023|814126.00|DEPOSITOS|123-009694/0|2023-11-15|814200.00|83  
||802230.00|||A0002-00000687|14-11-2023|802230.00|DEPOSITOS|123-009694/0|2023-11-15|802230.00|170  
||25482.60|||A0002-00000678|13-11-2023|25482.60|DEPOSITOS|123-009694/0|2023-11-15|25482.60|189  
||69575.00|||B0002-00000043|06-11-2023|69575.00|DEPOSITOS|123-007383/3|2023-11-06|69575.00|148  
||9438.00|||B0002-00000055|22-11-2023|9438.00|DEPOSITOS|123-009694/0|2023-11-22|9438.00|185  
||102547.50|||B0002-00000059|27-11-2023|102547.50|DEPOSITOS|123-009694/0|2023-11-29|102547.50|211  
||54692.00|||A0002-00000778|27-11-2023|54692.00|DEPOSITOS|123-009694/0|2023-11-27|54692.00|211  
||377520.00|||A0002-00000641|07-11-2023|377520.00|CHEQUES DE TERCEROS|90017944|2023-11-16|372989.76|171  
||377520.00|||A0002-00000641|07-11-2023|377520.00|DEPOSITOS|123-009694/0|2023-11-16|4531.00|171  
||302952.00|||A0002-00000790|29-11-2023|302952.00|DEPOSITOS|123-009694/0|2023-11-29|302952.00|201  
||391313.00|||A0002-00000613|06-11-2023|391313.00|DEPOSITOS|123-009694/0|2023-11-08|391313.00|83  
||2541000.00|||A0002-00000642|07-11-2023|2541000.00|DEPOSITOS|123-009694/0|2023-11-10|2503480.00|171  
||2541000.00|||A0002-00000642|07-11-2023|2541000.00|Retenciones SICORE - Impto. a las Ganancias|00001-2023-00000906|2023-11-10|37520.00|171  
||1035576.50|||A0002-00000708|15-11-2023|1035576.50|DEPOSITOS|123-009694/0|2023-11-17|1035576.50|165  
||1006720.00|||A0002-00000635|07-11-2023|1006720.00|DEPOSITOS|123-009694/0|2023-11-17|1006720.00|171  
||912340.00|||A0002-00000648|08-11-2023|912340.00|DEPOSITOS|123-009694/0|2023-11-13|898603.40|171  
||912340.00|||A0002-00000648|08-11-2023|912340.00|Retenciones SICORE - Impto. a las Ganancias|198|2023-11-13|13736.60|171  
||6134700.00|||A0002-00000714|15-11-2023|6134700.00|DEPOSITOS|123-009694/0|2023-11-16|999998.00|72  
||6134700.00|||A0002-00000714|15-11-2023|6134700.00|DEPOSITOS|123-009694/0|2023-11-16|2384006.00|72  
||6134700.00|||A0002-00000714|15-11-2023|6134700.00|DEPOSITOS|123-009694/0|2023-09-15|750000.00|72  
||6134700.00|||A0002-00000714|15-11-2023|6134700.00|DEPOSITOS|123-009694/0|2023-11-16|999997.00|72  
||6134700.00|||A0002-00000714|15-11-2023|6134700.00|DEPOSITOS|123-009694/0|2023-11-16|999999.00|72  
||6134700.00|||A0002-00000714|15-11-2023|6134700.00|DEPOSITOS|123-009694/0|2023-11-16|700.00|72  
||3775200.00|||A0002-00000608|03-11-2023|3775200.00|DEPOSITOS|123-009694/0|2023-11-15|3651743.40|187  
||3775200.00|||A0002-00000608|03-11-2023|3775200.00|Retenciones SICORE - Impto. a las Ganancias|00001318|2023-11-15|61056.60|187  
||3775200.00|||A0002-00000608|03-11-2023|3775200.00|Retenciones II.BB. Buenos Aires|00005200|2023-11-15|62400.00|187  
||3460600.00|||A0002-00000667|10-11-2023|3460600.00|DEPOSITOS|025973020|2023-11-15|100000.00|72  
||3460600.00|||A0002-00000667|10-11-2023|3460600.00|DEPOSITOS|123-009694/0|2023-11-15|100000.00|72  
||3460600.00|||A0002-00000667|10-11-2023|3460600.00|DEPOSITOS|123-009694/0|2023-11-15|100000.00|72  
||3460600.00|||A0002-00000667|10-11-2023|3460600.00|DEPOSITOS|123-009694/0|2023-11-15|300000.00|72  
||3460600.00|||A0002-00000667|10-11-2023|3460600.00|DEPOSITOS|123-009694/0|2023-11-15|301000.00|72  
||3460600.00|||A0002-00000667|10-11-2023|3460600.00|DEPOSITOS|123-009694/0|2023-11-15|100000.00|72  
||3460600.00|||A0002-00000667|10-11-2023|3460600.00|DEPOSITOS|123-009694/0|2023-11-15|300000.00|72  
||3460600.00|||A0002-00000667|10-11-2023|3460600.00|DEPOSITOS|123-009694/0|2023-11-13|957000.00|72  
||3460600.00|||A0002-00000667|10-11-2023|3460600.00|DEPOSITOS|123-009694/0|2023-11-17|200000.00|72  
||3460600.00|||A0002-00000667|10-11-2023|3460600.00|DEPOSITOS|123-009694/0|2023-09-28|300000.00|72  
||3460600.00|||A0002-00000667|10-11-2023|3460600.00|DEPOSITOS|123-009694/0|2023-11-23|570000.00|72  
||3460600.00|||A0002-00000667|10-11-2023|3460600.00|DEPOSITOS|123-009694/0|2023-11-17|132600.00|72  
||896610.00|||A0002-00000634|07-11-2023|78650.00|DEPOSITOS|123-009694/0|2023-11-03|300000.00|171  
||896610.00|||A0002-00000634|07-11-2023|78650.00|DEPOSITOS|123-009694/0|2023-11-09|517960.00|171  
||896610.00|||A0002-00000634|07-11-2023|78650.00|DEPOSITOS|123-009694/0|2023-11-09|78650.00|171  
||659450.00|||A0002-00000774|24-11-2023|659450.00|DEPOSITOS|123-009694/0|2023-11-24|659450.00|161  
||70785.00|||A0002-00000611|03-11-2023|70785.00|DEPOSITOS|123-009694/0|2023-11-10|70785.00|183  
||1022450.00|||A0002-00000727|16-11-2023|1022450.00|DEPOSITOS|123-009694/0|2023-11-17|1008750.00|183  
||1022450.00|||A0002-00000727|16-11-2023|1022450.00|Retenciones SICORE - Impto. a las Ganancias|491|2023-11-17|13700.00|183  
||533247.00|||A0002-00000723|15-11-2023|533247.00|DEPOSITOS|123-009694/0|2023-11-16|533247.00|173  
||1009840.00|||A0002-00000759|22-11-2023|1009840.00|DEPOSITOS|123-009694/0|2023-05-18|50000.00|185  
||1009840.00|||A0002-00000759|22-11-2023|1009840.00|DEPOSITOS|123|2023-11-22|959840.00|185  
||424710.00|||A0002-00000637|07-11-2023|424710.00|DEPOSITOS|123-009694/0|2023-11-09|410670.00|171  
||424710.00|||A0002-00000637|07-11-2023|424710.00|Retenciones II.BB. Capital Federal|2058|2023-11-09|14040.00|171  
||1203224.00|||A0002-00000592|01-11-2023|1203224.00|DEPOSITOS|123-007383/3|2023-11-08|1203224.00|148  
||1440626.00|||A0002-00000604|03-11-2023|1440626.00|DEPOSITOS|123-009694/0|2023-11-16|1387049.00|122  
||1440626.00|||A0002-00000604|03-11-2023|1440626.00|Retenciones II.BB. Capital Federal|IIBB-00014191|2023-11-15|53577.00|122  
||41745000.00|||A0002-00000464|10-10-2023|41745000.00|DEPOSITOS|123-009694/0|2023-10-11|1256832.71|136  
||41745000.00|||A0002-00000464|10-10-2023|41745000.00|CHEQUES DE TERCEROS|43716801|2023-10-27|18952901.28|136  
||41745000.00|||A0002-00000464|10-10-2023|41745000.00|CHEQUES DE TERCEROS|90000535|2023-11-23|15845266.01|136  
||41745000.00|||A0002-00000464|10-10-2023|41745000.00|CHEQUES DE TERCEROS|00018621|2023-12-21|5000000.00|136  
||41745000.00|||A0002-00000464|10-10-2023|41745000.00|Retenciones SICORE - Impto. a las Ganancias|00001-2023-00005554|2023-10-11|690000.00|136  
||36917.10|||A0002-00000581|31-10-2023|36917.10|DEPOSITOS|123-007383/3|2023-11-09|36917.10|139  
||22808.50|||A0002-00000597|02-11-2023|22808.50|DEPOSITOS|123-009694/0|2023-11-03|22808.50|122  
||139210.50|||A0002-00000549|20-10-2023|139210.50|DEPOSITOS|123-009694/0|2023-11-01|139210.50|121  
||164076.00|||A0002-00000725|15-11-2023|164076.00|DEPOSITOS|123-009694/0|2023-11-30|164076.00|173  
||1212835.00|||A0002-00000703|15-11-2023|1212835.00|DEPOSITOS|123-009694/0|2023-11-17|445845.00|165  
||1212835.00|||A0002-00000703|15-11-2023|1212835.00|CHEQUES DE TERCEROS|01509863|2023-11-22|750000.00|165  
||1212835.00|||A0002-00000703|15-11-2023|1212835.00|DEPOSITOS|123-009694/0|2023-11-22|16990.00|165  
||410190.00|||A0002-00000710|15-11-2023|410190.00|DEPOSITOS|123-009694/0|2023-11-24|410190.00|167  
||1875500.00|||A0002-00000486|11-10-2023|1875500.00|DEPOSITOS|123-009694/0|2023-10-31|1875500.00|92  
||538087.00|||A0002-00000591|01-11-2023|454355.00|DEPOSITOS|123-009694/0|2023-11-09|538087.00|158  
||135278.00|||A0002-00000698|15-11-2023|135278.00|DEPOSITOS|123-009694/0|2023-11-15|135278.00|181  
||1121186.00|||A0002-00000770|22-11-2023|1121186.00|DEPOSITOS|123-009694/0|2023-11-21|1121186.00|177  
||976833.00|||A0002-00000677|13-11-2023|976833.00|CHEQUES DE TERCEROS|90017954|2023-11-22|965111.00|189  
||976833.00|||A0002-00000677|13-11-2023|976833.00|DEPOSITOS|123-009694/0|2023-11-23|11722.00|189  
||1915732.50|||A0002-00000657|08-11-2023|1915732.50|SUBASTA|66|2023-08-31|1915732.50|66  
||218307.63|||A0002-00000658|08-11-2023|218307.63|SUBASTA|66|2023-08-31|218307.63|66  
||46151.40|||A0002-00000797|30-11-2023|46151.40|SUBASTA|66|2023-08-31|46151.40|66  
||396880.00|||A0002-00000798|30-11-2023|396880.00|SUBASTA|66|2023-08-31|396880.00|66  
||314479.00|||A0002-00000734|16-11-2023|314479.00|DEPOSITOS|123-009694/0|2023-11-21|130000.00|173  
||314479.00|||A0002-00000734|16-11-2023|314479.00|DEPOSITOS|123-009694/0|2023-11-22|184479.00|173  
||136730.00|||A0002-00000701|15-11-2023|136730.00|DEPOSITOS|123-009694/0|2023-11-23|136730.00|165  
||300806.00|||A0002-00000762|22-11-2023|300806.00|DEPOSITOS|123-009694/0|2023-11-23|300806.00|185  
||5346833.00|||A0002-00000625|07-11-2023|5346833.00|DEPOSITOS|123-009694/0|2023-11-08|5346833.00|83  
||3648273.00|||A0002-00000626|07-11-2023|3648273.00|DEPOSITOS|123-009694/0|2023-11-08|3648273.00|83  
||1463011.00|||A0002-00000627|07-11-2023|1463011.00|DEPOSITOS|123-009694/0|2023-11-08|1463011.00|83  
||82038.00|||A0002-00000721|15-11-2023|82038.00|DEPOSITOS|123-009694/0|2023-11-17|82038.00|173  
||503360.00|||A0002-00000636|07-11-2023|503360.00|DEPOSITOS|123-009694/0|2023-11-09|503360.00|171  
||363000.00|||A0002-00000459|10-10-2023|363000.00|DEPOSITOS|123-009694/0|2023-11-09|352343.40|4  
||363000.00|||A0002-00000459|10-10-2023|363000.00|Retenciones II.BB. Buenos Aires|5967|2023-11-08|6000.00|4  
